N_img,x_wp,y_wp,class
img69,87,103,0
img69,707,262,1
img70,123,421,0
img70,682,705,1
img70,122,408,0
img70,681,691,1
img70,123,397,0
img70,684,680,1
img70,124,384,0
img70,689,669,1
img70,132,376,0
img70,692,659,1
img70,137,367,0
img70,692,646,1
img70,135,352,0
img70,695,636,1
img70,135,341,0
img70,695,625,1
img70,132,327,0
img70,690,609,1
img70,139,318,0
img70,693,598,1
img70,146,309,0
img70,704,590,1
img70,147,296,0
img70,702,578,1
img70,141,282,0
img70,704,567,1
img70,142,271,0
img70,705,556,1
img70,148,260,0
img70,704,542,1
img70,149,250,0
img70,706,531,1
img70,154,239,0
img70,713,520,1
img70,157,227,0
img70,717,510,1
img70,157,215,0
img70,715,497,1
img70,159,204,0
img70,712,482,1
img70,165,194,0
img70,716,472,1
img70,166,182,0
img70,718,462,1
img70,162,168,0
img70,720,450,1
img70,163,156,0
img70,717,435,1
img70,177,149,0
img70,723,425,1
img70,181,140,0
img70,669,386,1
img70,184,129,0
img70,571,325,1
img71,195,526,0
img71,722,708,1
img71,83,475,0
img71,722,696,1
img71,88,464,0
img71,717,683,1
img71,83,449,0
img71,717,670,1
img71,87,438,0
img71,722,658,1
img71,100,431,0
img71,722,647,1
img71,107,422,0
img71,722,635,1
img71,109,410,0
img71,724,623,1
img71,115,399,0
img71,726,611,1
img71,124,389,0
img71,722,598,1
img71,126,377,0
img71,724,586,1
img71,129,368,0
img71,722,574,1
img71,135,358,0
img71,718,561,1
img71,150,350,0
img71,722,549,1
img71,157,340,0
img71,728,539,1
img71,166,331,0
img71,724,526,1
img71,169,319,0
img71,727,514,1
img71,176,310,0
img71,730,502,1
img71,184,300,0
img71,728,490,1
img71,188,291,0
img71,725,476,1
img71,193,279,0
img71,721,463,1
img71,203,270,0
img71,725,451,1
img71,209,260,0
img71,726,440,1
img71,209,247,0
img71,727,428,1
img71,212,237,0
img71,732,418,1
img71,223,229,0
img71,732,406,1
img71,237,221,0
img71,728,392,1
img71,243,212,0
img71,726,378,1
img71,242,199,0
img71,731,369,1
img71,251,189,0
img71,736,358,1
img71,261,181,0
img71,726,343,1
img71,271,173,0
img71,727,331,1
img71,276,162,0
img71,729,319,1
img72,205,60,0
img72,60,264,1
img72,222,66,0
img72,61,294,1
img72,249,62,0
img72,61,330,1
img72,272,65,0
img72,63,362,1
img72,297,64,0
img72,60,399,1
img72,319,66,0
img72,66,426,1
img72,343,64,0
img72,62,463,1
img72,363,68,0
img72,59,499,1
img72,389,66,0
img72,60,532,1
img72,413,64,0
img72,64,558,1
img72,431,72,0
img72,60,597,1
img72,451,79,0
img72,65,625,1
img72,485,64,0
img72,64,661,1
img72,506,66,0
img72,64,696,1
img72,528,68,0
img72,65,728,1
img72,553,66,0
img72,78,741,1
img72,580,61,0
img72,100,743,1
img72,606,59,0
img72,129,736,1
img72,628,62,0
img72,155,733,1
img72,648,67,0
img72,172,741,1
img72,668,71,0
img72,198,737,1
img72,698,65,0
img72,224,736,1
img72,726,57,0
img72,245,737,1
img72,736,72,0
img72,268,737,1
img72,739,103,0
img72,291,739,1
img72,737,141,0
img72,320,734,1
img72,737,176,0
img72,343,735,1
img72,736,211,0
img72,364,738,1
img72,735,244,0
img72,390,734,1
img72,737,274,0
img72,411,735,1
img72,739,304,0
img72,434,735,1
img72,738,341,0
img72,460,734,1
img72,735,380,0
img72,487,732,1
img72,742,402,0
img72,505,737,1
img72,736,439,0
img72,525,740,1
img72,738,472,0
img72,552,735,1
img72,737,510,0
img72,582,730,1
img72,740,540,0
img72,602,737,1
img73,394,79,0
img73,104,516,1
img73,418,79,0
img73,107,548,1
img73,444,74,0
img73,111,574,1
img73,463,77,0
img73,119,596,1
img73,487,77,0
img73,121,629,1
img73,516,69,0
img73,124,661,1
img73,539,72,0
img73,121,700,1
img73,570,60,0
img73,124,730,1
img73,594,59,0
img73,140,740,1
img73,611,66,0
img73,161,745,1
img73,617,93,0
img73,193,731,1
img73,625,118,0
img73,218,729,1
img73,633,140,0
img73,238,733,1
img73,642,159,0
img73,260,732,1
img73,641,196,0
img73,284,733,1
img73,647,223,0
img73,321,714,1
img73,658,241,0
img73,338,723,1
img73,657,276,0
img73,358,725,1
img73,663,305,0
img73,389,717,1
img73,673,325,0
img73,411,718,1
img74,245,56,0
img74,49,260,1
img74,268,55,0
img74,48,285,1
img74,296,47,0
img74,51,303,1
img74,314,50,0
img74,60,315,1
img74,337,48,0
img74,50,348,1
img74,353,53,0
img74,51,367,1
img74,373,56,0
img74,53,390,1
img74,399,53,0
img74,50,415,1
img74,418,54,0
img74,51,435,1
img74,441,53,0
img74,53,455,1
img74,462,55,0
img74,49,484,1
img74,486,49,0
img74,53,499,1
img74,498,57,0
img74,59,515,1
img74,527,50,0
img74,49,550,1
img74,549,49,0
img74,54,566,1
img74,570,49,0
img74,51,590,1
img74,587,53,0
img74,55,608,1
img74,605,56,0
img74,48,638,1
img74,629,54,0
img74,53,655,1
img74,655,51,0
img74,55,675,1
img74,679,47,0
img74,50,702,1
img74,696,50,0
img74,53,719,1
img74,713,55,0
img74,57,737,1
img74,734,56,0
img74,70,748,1
img74,753,57,0
img74,91,748,1
img74,752,81,0
img74,108,752,1
img74,747,108,0
img74,136,745,1
img74,749,129,0
img74,155,748,1
img74,732,169,0
img74,178,746,1
img74,730,189,0
img74,189,754,1
img74,739,199,0
img74,217,744,1
img74,746,217,0
img74,236,749,1
img74,751,237,0
img74,256,752,1
img74,749,259,0
img74,280,748,1
img74,745,284,0
img74,302,748,1
img74,750,302,0
img74,320,750,1
img74,748,326,0
img74,339,753,1
img74,753,344,0
img74,362,751,1
img74,752,367,0
img74,384,750,1
img74,749,392,0
img74,403,752,1
img74,746,415,0
img74,427,747,1
img74,749,432,0
img74,449,745,1
img74,751,453,0
img74,466,750,1
img74,730,499,0
img74,493,745,1
img74,739,509,0
img74,507,751,1
img74,744,526,0
img74,527,752,1
img74,750,543,0
img74,556,746,1
img75,112,266,0
img75,97,405,1
img75,126,262,0
img75,107,442,1
img75,139,257,0
img75,114,486,1
img75,152,254,0
img75,124,508,1
img75,167,240,0
img75,132,555,1
img75,180,242,0
img75,142,588,1
img75,193,241,0
img75,150,626,1
img75,208,231,0
img75,160,657,1
img75,221,228,0
img75,167,705,1
img75,232,230,0
img75,177,732,1
img75,246,227,0
img75,190,729,1
img75,261,213,0
img75,204,725,1
img75,274,211,0
img75,218,724,1
img75,288,208,0
img75,230,725,1
img75,300,201,0
img75,242,730,1
img75,313,198,0
img75,255,728,1
img75,328,195,0
img75,268,730,1
img75,341,192,0
img75,283,725,1
img75,355,181,0
img75,296,723,1
img75,367,184,0
img75,308,721,1
img75,380,183,0
img75,321,714,1
img75,393,180,0
img75,333,714,1
img75,407,171,0
img75,346,719,1
img75,421,162,0
img75,361,694,1
img75,434,158,0
img75,375,695,1
img75,447,154,0
img75,386,714,1
img75,461,152,0
img75,399,707,1
img75,474,150,0
img75,411,705,1
img75,487,141,0
img75,424,709,1
img75,498,167,0
img75,438,705,1
img75,510,167,0
img75,450,706,1
img75,526,135,0
img75,463,705,1
img75,543,122,0
img75,479,686,1
img75,555,117,0
img75,491,688,1
img75,566,120,0
img75,502,705,1
img75,580,120,0
img75,515,706,1
img75,593,112,0
img75,528,704,1
img75,606,108,0
img75,542,701,1
img75,620,105,0
img75,554,696,1
img75,635,96,0
img75,567,697,1
img75,648,92,0
img75,581,699,1
img75,662,88,0
img75,594,702,1
img75,674,88,0
img75,606,698,1
img75,688,79,0
img75,620,698,1
img75,702,71,0
img75,634,677,1
img75,715,70,0
img75,647,678,1
img75,722,131,0
img75,659,689,1
img75,725,205,0
img75,672,685,1
img76,551,84,0
img76,133,134,1
img76,644,89,0
img76,131,151,1
img76,735,94,0
img76,127,168,1
img76,734,111,0
img76,128,184,1
img76,734,127,0
img76,127,200,1
img76,734,141,0
img76,118,217,1
img76,734,157,0
img76,115,231,1
img76,733,173,0
img76,117,248,1
img76,726,191,0
img76,116,264,1
img76,728,204,0
img76,112,280,1
img76,727,219,0
img76,118,293,1
img76,726,236,0
img76,119,310,1
img76,727,250,0
img76,110,326,1
img76,732,265,0
img76,110,340,1
img76,734,282,0
img76,108,357,1
img76,731,298,0
img76,105,374,1
img76,731,313,0
img76,94,391,1
img76,731,329,0
img76,96,406,1
img76,728,345,0
img76,95,423,1
img76,726,360,0
img76,97,437,1
img76,731,376,0
img76,92,454,1
img76,727,393,0
img76,90,470,1
img76,724,408,0
img76,92,485,1
img76,731,422,0
img76,87,501,1
img76,724,438,0
img76,86,515,1
img76,725,454,0
img76,85,533,1
img76,729,469,0
img76,83,549,1
img76,728,485,0
img76,83,564,1
img76,730,502,0
img76,85,580,1
img76,728,517,0
img76,85,594,1
img76,728,532,0
img76,82,610,1
img76,732,548,0
img76,71,627,1
img76,733,563,0
img76,72,643,1
img76,726,579,0
img76,73,658,1
img76,723,595,0
img76,68,675,1
img76,722,612,0
img76,68,691,1
img76,725,627,0
img76,65,708,1
img76,726,642,0
img76,83,721,1
img76,728,658,0
img76,193,723,1
img77,101,541,0
img77,249,733,1
img77,107,521,0
img77,267,729,1
img77,114,502,0
img77,285,726,1
img77,118,483,0
img77,307,727,1
img77,123,462,0
img77,333,735,1
img77,129,445,0
img77,348,730,1
img77,129,417,0
img77,372,733,1
img77,137,403,0
img77,394,735,1
img77,140,380,0
img77,412,732,1
img77,147,361,0
img77,437,739,1
img77,153,342,0
img77,454,736,1
img77,157,321,0
img77,477,739,1
img77,159,300,0
img77,497,739,1
img77,162,276,0
img77,521,742,1
img77,169,259,0
img77,541,743,1
img77,176,243,0
img77,556,736,1
img77,175,213,0
img77,578,736,1
img77,182,193,0
img77,601,738,1
img77,187,173,0
img77,620,737,1
img77,193,158,0
img77,640,739,1
img77,195,135,0
img77,663,742,1
img77,201,118,0
img77,681,740,1
img77,205,97,0
img77,699,739,1
img77,211,76,0
img77,725,746,1
img77,220,60,0
img77,744,741,1
img77,242,61,0
img77,743,713,1
img77,271,73,0
img77,750,695,1
img77,292,73,0
img77,746,662,1
img77,311,70,0
img77,747,637,1
img77,339,81,0
img77,747,613,1
img77,357,81,0
img77,750,591,1
img77,383,86,0
img77,749,564,1
img77,409,94,0
img77,745,531,1
img77,430,97,0
img77,748,510,1
img77,453,98,0
img77,745,479,1
img77,470,95,0
img77,748,457,1
img77,499,105,0
img77,742,421,1
img77,525,110,0
img77,747,399,1
img77,549,118,0
img77,747,376,1
img77,572,120,0
img77,746,346,1
img77,591,117,0
img77,743,315,1
img78,699,101,0
img78,86,172,1
img78,699,113,0
img78,90,185,1
img78,697,126,0
img78,92,197,1
img78,697,138,0
img78,94,208,1
img78,697,150,0
img78,94,221,1
img78,700,163,0
img78,91,233,1
img78,709,174,0
img78,97,246,1
img78,709,187,0
img78,106,256,1
img78,708,198,0
img78,109,268,1
img78,707,210,0
img78,110,282,1
img78,710,223,0
img78,117,292,1
img78,705,236,0
img78,122,304,1
img78,706,248,0
img78,118,316,1
img78,707,259,0
img78,121,328,1
img78,708,272,0
img78,128,340,1
img78,711,283,0
img78,130,352,1
img78,711,296,0
img78,132,365,1
img78,713,309,0
img78,136,376,1
img78,719,320,0
img78,138,388,1
img78,721,332,0
img78,136,400,1
img78,720,343,0
img78,143,412,1
img78,717,357,0
img78,145,425,1
img78,721,369,0
img78,151,436,1
img78,715,382,0
img78,154,449,1
img78,713,396,0
img78,155,461,1
img78,718,407,0
img78,159,473,1
img78,717,419,0
img78,156,484,1
img78,717,430,0
img78,165,494,1
img78,720,443,0
img78,174,507,1
img78,709,458,0
img78,176,520,1
img78,710,469,0
img78,174,532,1
img78,722,480,0
img78,177,543,1
img78,725,491,0
img78,177,555,1
img78,723,503,0
img78,179,567,1
img78,725,516,0
img78,184,579,1
img78,725,529,0
img78,185,592,1
img78,724,541,0
img78,186,604,1
img78,723,554,0
img78,197,615,1
img78,726,567,0
img78,200,627,1
img78,728,578,0
img78,203,639,1
img78,730,591,0
img78,205,652,1
img78,731,603,0
img78,205,664,1
img78,732,615,0
img78,207,676,1
img78,732,626,0
img78,206,687,1
img79,267,116,0
img79,96,715,1
img79,279,119,0
img79,109,714,1
img79,295,111,0
img79,123,715,1
img79,310,104,0
img79,136,711,1
img79,323,105,0
img79,149,711,1
img79,337,102,0
img79,164,710,1
img79,348,112,0
img79,176,711,1
img79,360,114,0
img79,190,707,1
img79,377,100,0
img79,204,703,1
img79,390,98,0
img79,217,703,1
img79,403,98,0
img79,229,706,1
img79,416,95,0
img79,243,703,1
img79,429,96,0
img79,257,699,1
img79,443,95,0
img79,270,698,1
img79,455,97,0
img79,281,702,1
img79,472,84,0
img79,302,674,1
img79,483,93,0
img79,316,677,1
img79,490,113,0
img79,324,691,1
img79,498,130,0
img79,337,692,1
img79,507,146,0
img79,352,688,1
img79,513,166,0
img79,365,687,1
img79,520,189,0
img79,379,682,1
img79,530,204,0
img79,393,679,1
img79,537,220,0
img79,404,683,1
img79,544,238,0
img79,416,686,1
img79,548,274,0
img79,430,686,1
img79,560,279,0
img79,443,686,1
img79,569,290,0
img79,457,682,1
img79,576,309,0
img79,471,680,1
img79,585,327,0
img79,487,668,1
img79,592,345,0
img79,499,668,1
img79,597,374,0
img79,511,673,1
img79,608,383,0
img79,523,676,1
img79,613,409,0
img79,539,667,1
img80,575,74,0
img80,83,402,1
img80,592,76,0
img80,90,411,1
img80,609,79,0
img80,92,424,1
img80,635,74,0
img80,91,436,1
img80,648,78,0
img80,87,452,1
img80,668,79,0
img80,86,468,1
img80,681,84,0
img80,89,478,1
img80,680,98,0
img80,87,493,1
img80,682,110,0
img80,90,506,1
img80,686,122,0
img80,88,519,1
img80,687,135,0
img80,92,531,1
img80,682,151,0
img80,90,546,1
img80,682,165,0
img80,96,556,1
img80,685,176,0
img80,96,569,1
img80,688,188,0
img80,90,587,1
img80,689,202,0
img80,89,601,1
img80,692,213,0
img80,92,612,1
img80,693,224,0
img80,97,622,1
img80,689,241,0
img80,98,635,1
img80,692,253,0
img80,92,653,1
img80,690,268,0
img80,95,665,1
img80,693,279,0
img80,96,676,1
img80,700,287,0
img80,98,688,1
img80,694,304,0
img80,106,697,1
img80,694,320,0
img80,111,707,1
img80,699,329,0
img80,102,727,1
img80,695,344,0
img80,128,721,1
img80,700,355,0
img80,156,717,1
img80,701,369,0
img80,177,717,1
img80,700,383,0
img80,195,720,1
img80,704,394,0
img80,222,715,1
img80,705,406,0
img80,250,709,1
img81,96,512,0
img81,219,642,1
img81,100,497,0
img81,240,645,1
img81,108,487,0
img81,263,652,1
img81,116,478,0
img81,279,651,1
img81,109,454,0
img81,304,662,1
img81,111,438,0
img81,319,658,1
img81,108,416,0
img81,345,666,1
img81,115,405,0
img81,362,668,1
img81,116,390,0
img81,380,670,1
img81,119,374,0
img81,401,673,1
img81,123,359,0
img81,421,676,1
img81,129,348,0
img81,442,680,1
img81,128,328,0
img81,462,683,1
img81,130,314,0
img81,486,690,1
img81,132,298,0
img81,499,687,1
img81,135,282,0
img81,526,696,1
img81,138,268,0
img81,543,697,1
img81,141,252,0
img81,559,695,1
img81,144,238,0
img81,583,703,1
img81,141,218,0
img81,606,710,1
img81,148,206,0
img81,624,710,1
img81,149,189,0
img81,640,709,1
img81,148,170,0
img81,667,719,1
img81,152,158,0
img81,681,716,1
img81,154,140,0
img81,684,700,1
img81,157,125,0
img81,686,684,1
img81,164,116,0
img81,690,673,1
img81,164,95,0
img81,692,654,1
img81,170,84,0
img81,694,640,1
img81,182,80,0
img81,687,615,1
img81,202,82,0
img81,690,599,1
img81,222,83,0
img81,691,583,1
img81,238,84,0
img81,695,568,1
img81,259,88,0
img81,699,553,1
img81,276,85,0
img81,698,534,1
img81,289,82,0
img81,700,518,1
img81,307,85,0
img81,699,499,1
img81,324,85,0
img81,700,483,1
img81,341,84,0
img81,698,463,1
img81,368,95,0
img81,702,448,1
img81,382,92,0
img81,702,431,1
img81,397,88,0
img81,705,416,1
img81,414,90,0
img81,700,392,1
img81,441,99,0
img81,705,379,1
img81,452,92,0
img81,704,359,1
img81,467,92,0
img81,707,345,1
img81,487,95,0
img81,705,326,1
img81,505,94,0
img81,710,312,1
img81,526,99,0
img81,712,297,1
img82,67,620,0
img82,166,734,1
img82,64,578,0
img82,196,731,1
img82,68,540,0
img82,235,735,1
img82,68,502,0
img82,270,738,1
img82,65,465,0
img82,295,733,1
img82,70,433,0
img82,321,725,1
img82,69,388,0
img82,360,728,1
img82,64,343,0
img82,398,735,1
img82,72,315,0
img82,428,732,1
img82,67,269,0
img82,464,733,1
img82,64,225,0
img82,496,732,1
img82,63,185,0
img82,535,738,1
img82,67,150,0
img82,564,730,1
img82,70,111,0
img82,601,734,1
img82,70,76,0
img82,629,731,1
img82,103,72,0
img82,667,731,1
img82,133,65,0
img82,706,737,1
img82,163,65,0
img82,727,727,1
img82,196,64,0
img82,720,677,1
img82,238,70,0
img82,727,643,1
img82,273,68,0
img82,734,610,1
img82,304,68,0
img82,736,575,1
img82,332,64,0
img82,734,537,1
img82,367,68,0
img82,728,492,1
img82,405,69,0
img82,728,448,1
img82,441,68,0
img82,718,393,1
img82,477,69,0
img82,731,368,1
img82,511,71,0
img82,738,337,1
img82,537,65,0
img82,736,298,1
img82,566,64,0
img82,735,262,1
img82,606,69,0
img82,730,216,1
img82,642,67,0
img82,733,173,1
img83,573,141,0
img83,146,226,1
img83,576,154,0
img83,85,252,1
img83,580,166,0
img83,60,270,1
img83,583,178,0
img83,65,280,1
img83,586,190,0
img83,66,293,1
img83,590,201,0
img83,64,306,1
img83,594,213,0
img83,63,319,1
img83,600,224,0
img83,62,330,1
img83,597,237,0
img83,62,343,1
img83,601,249,0
img83,59,357,1
img83,603,260,0
img83,61,369,1
img83,611,272,0
img83,57,382,1
img83,610,284,0
img83,62,393,1
img83,612,296,0
img83,63,406,1
img83,623,306,0
img83,59,419,1
img83,626,318,0
img83,61,431,1
img83,625,330,0
img83,65,443,1
img83,627,342,0
img83,67,454,1
img83,634,355,0
img83,62,468,1
img83,638,367,0
img83,61,481,1
img83,642,377,0
img83,64,492,1
img83,646,389,0
img83,55,507,1
img83,653,401,0
img83,56,519,1
img83,642,416,0
img83,61,531,1
img83,645,427,0
img83,61,543,1
img83,661,435,0
img83,56,556,1
img83,662,448,0
img83,64,567,1
img83,663,462,0
img83,66,580,1
img83,668,473,0
img83,60,596,1
img83,677,484,0
img83,56,608,1
img83,681,495,0
img83,62,618,1
img83,685,507,0
img83,64,631,1
img83,680,520,0
img83,61,643,1
img83,680,533,0
img83,66,655,1
img83,685,545,0
img83,63,669,1
img83,686,557,0
img83,60,681,1
img83,691,568,0
img83,60,694,1
img84,145,82,0
img84,324,711,1
img84,160,84,0
img84,340,715,1
img84,174,82,0
img84,354,712,1
img84,188,81,0
img84,369,715,1
img84,203,84,0
img84,386,721,1
img84,220,99,0
img84,399,717,1
img84,233,96,0
img84,412,715,1
img84,244,83,0
img84,426,715,1
img84,260,88,0
img84,439,713,1
img84,277,93,0
img84,456,719,1
img84,293,96,0
img84,471,719,1
img84,305,93,0
img84,487,725,1
img84,321,99,0
img84,500,725,1
img84,336,102,0
img84,513,722,1
img84,350,101,0
img84,523,706,1
img84,363,97,0
img84,531,686,1
img84,379,102,0
img84,539,663,1
img84,396,106,0
img84,545,630,1
img84,410,108,0
img84,556,617,1
img84,424,109,0
img84,562,589,1
img84,440,112,0
img84,569,563,1
img84,453,109,0
img84,580,550,1
img84,469,114,0
img84,587,529,1
img84,482,114,0
img84,595,507,1
img85,232,62,0
img85,70,198,1
img85,251,68,0
img85,64,222,1
img85,281,65,0
img85,64,244,1
img85,306,64,0
img85,62,265,1
img85,323,68,0
img85,63,283,1
img85,344,72,0
img85,67,300,1
img85,374,68,0
img85,69,319,1
img85,403,64,0
img85,66,341,1
img85,431,62,0
img85,69,360,1
img85,454,65,0
img85,70,382,1
img85,472,72,0
img85,66,406,1
img85,486,80,0
img85,61,430,1
img85,526,66,0
img85,64,448,1
img85,550,66,0
img85,70,462,1
img85,573,66,0
img85,67,485,1
img85,600,67,0
img85,64,508,1
img85,623,66,0
img85,62,530,1
img85,652,63,0
img85,63,549,1
img85,671,68,0
img85,66,567,1
img85,694,66,0
img85,64,588,1
img85,721,65,0
img85,70,604,1
img85,736,76,0
img85,61,633,1
img85,730,100,0
img85,67,648,1
img85,734,119,0
img85,64,671,1
img85,734,137,0
img85,66,689,1
img85,737,154,0
img85,63,711,1
img85,716,190,0
img85,61,731,1
img85,724,205,0
img85,80,737,1
img85,719,229,0
img85,105,736,1
img85,726,242,0
img85,130,735,1
img85,739,254,0
img85,154,735,1
img85,734,277,0
img85,181,732,1
img85,736,297,0
img85,210,731,1
img85,742,312,0
img85,228,738,1
img85,740,333,0
img85,252,735,1
img85,738,356,0
img85,274,737,1
img85,732,382,0
img85,303,735,1
img85,736,400,0
img85,326,738,1
img85,733,423,0
img85,349,740,1
img85,737,437,0
img85,377,735,1
img85,737,460,0
img85,402,735,1
img85,740,479,0
img85,426,737,1
img85,735,501,0
img85,453,735,1
img85,736,519,0
img85,472,738,1
img85,735,539,0
img85,497,736,1
img85,739,559,0
img85,524,737,1
img85,739,580,0
img85,544,741,1
img85,738,600,0
img85,573,737,1
img86,375,106,0
img86,79,713,1
img86,394,103,0
img86,95,719,1
img86,410,105,0
img86,114,714,1
img86,426,108,0
img86,130,719,1
img86,440,115,0
img86,146,724,1
img86,458,113,0
img86,165,720,1
img86,472,122,0
img86,181,721,1
img86,491,124,0
img86,201,722,1
img86,508,125,0
img86,219,722,1
img86,523,128,0
img86,237,717,1
img86,540,133,0
img86,255,720,1
img86,557,134,0
img86,274,720,1
img86,575,132,0
img86,290,720,1
img86,585,150,0
img86,305,726,1
img86,600,155,0
img86,323,727,1
img86,620,153,0
img86,342,726,1
img86,640,149,0
img86,362,720,1
img86,655,151,0
img86,377,722,1
img86,671,155,0
img86,394,726,1
img86,686,161,0
img86,412,726,1
img87,58,660,0
img87,525,745,1
img87,56,646,0
img87,603,746,1
img87,55,632,0
img87,676,745,1
img87,58,619,0
img87,747,745,1
img87,59,606,0
img87,743,732,1
img87,55,592,0
img87,743,719,1
img87,61,579,0
img87,738,704,1
img87,61,565,0
img87,739,689,1
img87,64,553,0
img87,741,677,1
img87,66,540,0
img87,739,665,1
img87,63,527,0
img87,739,650,1
img87,61,512,0
img87,742,637,1
img87,63,498,0
img87,745,624,1
img87,61,485,0
img87,745,611,1
img87,65,472,0
img87,739,597,1
img87,64,459,0
img87,740,583,1
img87,59,444,0
img87,739,570,1
img87,59,431,0
img87,731,555,1
img87,55,418,0
img87,733,542,1
img87,64,406,0
img87,735,531,1
img87,67,393,0
img87,734,517,1
img87,60,378,0
img87,736,503,1
img87,62,365,0
img87,739,490,1
img87,66,352,0
img87,731,475,1
img87,63,338,0
img87,726,462,1
img87,65,325,0
img87,728,448,1
img87,63,312,0
img87,738,435,1
img87,63,298,0
img87,730,421,1
img87,66,286,0
img87,730,408,1
img87,65,272,0
img87,724,394,1
img87,60,257,0
img87,723,381,1
img87,56,244,0
img87,722,366,1
img87,58,231,0
img87,720,352,1
img87,61,219,0
img87,722,339,1
img87,60,205,0
img87,721,326,1
img87,55,189,0
img87,721,313,1
img87,55,175,0
img87,728,300,1
img87,55,162,0
img87,722,285,1
img87,58,150,0
img87,722,271,1
img87,59,137,0
img87,723,258,1
img87,59,123,0
img87,725,245,1
img87,60,110,0
img87,721,231,1
img87,62,96,0
img87,720,218,1
img87,60,83,0
img87,723,204,1
img87,97,77,0
img87,716,190,1
img87,159,75,0
img87,717,178,1
img87,221,72,0
img87,721,164,1
img87,278,70,0
img87,724,151,1
img87,343,68,0
img87,720,138,1
img88,83,537,0
img88,216,724,1
img88,79,507,0
img88,232,721,1
img88,78,483,0
img88,250,722,1
img88,81,461,0
img88,266,719,1
img88,77,430,0
img88,287,723,1
img88,81,412,0
img88,300,719,1
img88,80,385,0
img88,320,720,1
img88,85,367,0
img88,342,724,1
img88,75,328,0
img88,360,726,1
img88,81,314,0
img88,371,720,1
img88,79,286,0
img88,389,718,1
img88,77,255,0
img88,406,716,1
img88,79,235,0
img88,431,726,1
img88,81,215,0
img88,446,725,1
img88,84,194,0
img88,462,722,1
img88,78,161,0
img88,481,722,1
img88,79,138,0
img88,495,720,1
img88,84,118,0
img88,514,719,1
img88,79,84,0
img88,532,717,1
img88,91,78,0
img88,551,720,1
img88,112,84,0
img88,567,719,1
img88,129,83,0
img88,586,720,1
img88,145,81,0
img88,607,724,1
img88,162,80,0
img88,620,719,1
img88,179,79,0
img88,640,721,1
img88,195,75,0
img88,656,720,1
img88,215,79,0
img88,674,719,1
img88,231,77,0
img88,690,720,1
img88,254,84,0
img88,712,724,1
img88,271,83,0
img88,724,714,1
img88,289,84,0
img88,719,681,1
img88,303,81,0
img88,720,659,1
img88,322,82,0
img88,716,631,1
img88,338,79,0
img88,716,606,1
img88,360,83,0
img88,719,584,1
img88,378,82,0
img88,726,570,1
img88,397,86,0
img88,720,538,1
img88,413,83,0
img88,711,499,1
img88,429,80,0
img88,720,486,1
img88,446,80,0
img88,725,470,1
img88,465,82,0
img88,721,441,1
img88,480,79,0
img88,721,416,1
img88,496,79,0
img88,720,391,1
img88,517,83,0
img88,720,365,1
img88,532,77,0
img88,720,340,1
img88,554,82,0
img88,723,318,1
img88,571,83,0
img88,722,293,1
img88,591,85,0
img88,722,268,1
img89,107,322,0
img89,296,740,1
img89,92,260,0
img89,311,743,1
img89,78,200,0
img89,322,741,1
img89,73,160,0
img89,335,741,1
img89,58,98,0
img89,351,743,1
img89,67,92,0
img89,366,749,1
img89,77,86,0
img89,376,744,1
img89,90,84,0
img89,388,740,1
img89,105,84,0
img89,402,740,1
img89,120,89,0
img89,417,742,1
img89,131,86,0
img89,429,741,1
img89,142,83,0
img89,439,739,1
img89,156,83,0
img89,456,746,1
img89,168,81,0
img89,471,747,1
img89,182,83,0
img89,484,747,1
img89,195,80,0
img89,496,745,1
img89,207,79,0
img89,508,743,1
img89,220,77,0
img89,521,740,1
img89,233,77,0
img89,534,741,1
img89,248,80,0
img89,547,740,1
img89,263,83,0
img89,560,740,1
img89,275,81,0
img89,572,734,1
img89,286,76,0
img89,585,734,1
img89,297,71,0
img89,603,745,1
img89,312,73,0
img89,615,743,1
img89,327,76,0
img89,627,740,1
img89,338,73,0
img89,640,737,1
img89,353,76,0
img89,653,737,1
img89,366,75,0
img89,667,745,1
img89,379,76,0
img89,680,742,1
img89,392,75,0
img89,694,739,1
img89,405,75,0
img89,706,740,1
img89,418,74,0
img89,721,743,1
img89,432,73,0
img89,734,741,1
img89,442,68,0
img89,744,732,1
img89,453,64,0
img89,742,701,1
img89,471,74,0
img89,734,653,1
img89,485,74,0
img89,731,617,1
img89,494,68,0
img89,732,592,1
img89,508,67,0
img89,722,540,1
img90,371,62,0
img90,60,489,1
img90,400,61,0
img90,62,524,1
img90,422,68,0
img90,65,561,1
img90,445,75,0
img90,65,598,1
img90,464,86,0
img90,65,634,1
img90,505,69,0
img90,65,673,1
img90,534,69,0
img90,63,716,1
img90,563,67,0
img90,76,736,1
img90,589,69,0
img90,103,737,1
img90,621,62,0
img90,129,740,1
img90,644,67,0
img90,157,736,1
img90,671,67,0
img90,180,740,1
img90,701,66,0
img90,210,739,1
img90,732,62,0
img90,240,738,1
img90,740,86,0
img90,266,739,1
img90,743,118,0
img90,295,736,1
img90,743,157,0
img90,322,737,1
img90,737,204,0
img90,348,740,1
img90,737,244,0
img90,375,742,1
img90,742,273,0
img90,404,738,1
img90,739,309,0
img90,427,739,1
img91,60,688,0
img91,420,746,1
img91,60,671,0
img91,533,747,1
img91,64,654,0
img91,624,744,1
img91,63,637,0
img91,743,746,1
img91,54,620,0
